User,ID,Modelo,Local,Watt-dia,Watt-Mes,Watt-Atual,Voltagem-Atual,Corrente-Atual,Valor-Conta,Watt-Jun-2024,Watt-Jul-2024,Watt-Ago-2024,Watt-Set-2024,Watt-Out-2024,Watt-Nov-2024,Valor-Conta-Jun-2024,Valor-Conta-Jul-2024,Valor-Conta-Ago-2024,Valor-Conta-Set-2024,Valor-Conta-Out-2024,Valor-Conta-Nov-2024
user032@example.com,146,1,Garagem,3.43,67.15,0.08,221.93925366179363,0.0,50.07,32.46,36.81,28.77,34.91,35.01,42.07,24.21,27.45,21.45,26.03,26.11,31.37
user032@example.com,147,1,Escritorio,1.99,58.7,0.12,237.01013964470616,0.0,43.77,37.07,43.94,29.3,43.87,28.26,40.59,27.64,32.77,21.85,32.71,21.07,30.27
user033@example.com,148,1,Quarto,1.35,70.69,0.12,227.52140900658725,0.0,52.71,34.95,47.68,34.37,34.85,35.65,40.32,26.06,35.56,25.63,25.99,26.58,30.07
user033@example.com,149,1,Quarto,4.14,69.23,0.14,237.39914158084167,0.0,51.63,26.78,39.47,39.76,34.07,26.6,50.56,19.97,29.43,29.65,25.41,19.84,37.7
user033@example.com,150,2,Sala,4.85,30.45,0.19,227.82945479464706,0.0,22.71,48.22,40.78,50.38,42.07,49.96,32.58,35.96,30.41,37.57,31.37,37.26,24.3
user033@example.com,151,1,Quarto,2.64,42.85,0.05,234.2390418536055,0.0,31.95,31.05,35.97,38.58,26.83,47.5,37.63,23.15,26.82,28.77,20.01,35.42,28.06
user033@example.com,152,1,Sala,4.04,55.95,0.18,221.33783782145215,0.0,41.72,41.46,50.18,30.73,41.41,44.74,33.18,30.92,37.42,22.92,30.88,33.36,24.74
user033@example.com,153,2,Area de Servico,3.11,40.78,0.13,234.6812709265159,0.0,30.41,48.65,34.03,39.54,38.46,28.81,33.84,36.28,25.38,29.49,28.68,21.48,25.23
user034@example.com,154,1,Sala,3.2,75.1,0.14,232.8544425744653,0.0,56.0,30.88,40.95,29.12,39.1,29.8,28.45,23.03,30.54,21.72,29.16,22.22,21.22
user034@example.com,155,2,Garagem,1.18,49.97,0.16,231.09292073216162,0.0,37.26,47.12,31.34,36.17,26.18,27.75,34.52,35.14,23.37,26.97,19.52,20.69,25.74
user034@example.com,156,2,Garagem,1.12,42.82,0.1,234.7872834279781,0.0,31.93,26.3,37.12,49.14,30.21,45.18,31.13,19.61,27.68,36.64,22.53,33.69,23.21
user034@example.com,157,1,Area de Servico,2.83,44.59,0.16,238.7154139941643,0.0,33.25,36.91,42.42,36.98,35.95,36.62,47.06,27.52,31.63,27.58,26.81,27.31,35.09
user034@example.com,158,1,Sala,4.57,44.88,0.16,225.0735983213204,0.0,33.47,40.69,34.38,28.87,41.91,32.7,32.71,30.34,25.64,21.53,31.25,24.38,24.39
user035@example.com,159,1,Garagem,2.27,66.38,0.07,228.40914250278541,0.0,49.5,41.99,48.11,34.37,37.52,42.47,49.51,31.31,35.88,25.63,27.98,31.67,36.92
user035@example.com,160,1,Sala,4.85,47.99,0.15,225.99521582213316,0.0,35.79,48.12,35.25,26.27,38.44,40.78,39.35,35.88,26.29,19.59,28.67,30.41,29.34
user035@example.com,161,1,Cozinha,3.28,53.2,0.18,238.80986490002311,0.0,39.67,47.37,32.42,35.6,35.09,35.66,31.44,35.32,24.18,26.55,26.17,26.59,23.45
user036@example.com,162,1,Garagem,2.33,66.39,0.18,222.515615299196,0.0,49.51,41.8,45.18,26.97,30.08,29.33,38.06,31.17,33.69,20.11,22.43,21.87,28.38
user036@example.com,163,1,Garagem,4.8,51.99,0.17,226.80765158300218,0.0,38.77,31.8,37.67,31.45,35.02,44.02,28.99,23.71,28.09,23.45,26.11,32.83,21.62
user036@example.com,164,2,Garagem,4.47,72.91,0.14,238.01305682329036,0.0,54.37,38.3,34.21,45.73,36.31,40.35,28.92,28.56,25.51,34.1,27.08,30.09,21.57
user036@example.com,165,1,Cozinha,2.54,51.23,0.1,237.644749730732,0.0,38.2,42.88,45.81,26.01,35.85,25.74,38.82,31.98,34.16,19.4,26.73,19.19,28.95
user036@example.com,166,1,Escritorio,3.46,32.85,0.06,229.15557406252543,0.0,24.5,26.37,39.51,50.12,45.7,48.1,42.43,19.66,29.46,37.37,34.08,35.87,31.64
user037@example.com,167,1,Quarto,4.8,71.43,0.19,239.65153744293994,0.0,53.27,35.74,26.67,26.86,28.95,49.7,38.67,26.65,19.89,20.03,21.59,37.06,28.84
user037@example.com,168,2,Sala,2.7,68.34,0.13,223.2140778985333,0.0,50.96,31.9,48.68,43.23,39.4,33.55,41.3,23.79,36.3,32.24,29.38,25.02,30.8
user037@example.com,169,1,Banheiro,0.8,70.79,0.13,227.50951619621432,0.0,52.79,30.82,46.3,28.01,42.21,32.84,43.79,22.98,34.53,20.89,31.48,24.49,32.65
user037@example.com,170,1,Sala,4.81,48.93,0.13,227.79303971787397,0.0,36.49,36.37,38.85,40.07,47.42,34.22,27.34,27.12,28.97,29.88,35.36,25.52,20.39
user037@example.com,171,2,Escritorio,3.81,61.08,0.06,224.23832342164795,0.0,45.55,49.78,25.68,42.77,42.34,32.93,34.21,37.12,19.15,31.89,31.57,24.56,25.51
user037@example.com,172,2,Escritorio,4.62,63.71,0.16,220.89849149215362,0.0,47.51,27.78,48.33,25.69,29.28,28.58,47.26,20.72,36.04,19.16,21.83,21.31,35.24
user038@example.com,173,1,Quarto,2.22,65.03,0.2,236.06415633158778,0.0,48.49,29.53,43.01,35.9,45.89,37.81,30.99,22.02,32.07,26.77,34.22,28.2,23.11
user038@example.com,174,1,Cozinha,4.06,64.49,0.18,227.2518724181504,0.0,48.09,39.84,48.1,33.77,42.41,34.72,35.95,29.71,35.87,25.18,31.63,25.89,26.81
user038@example.com,175,1,Escritorio,2.07,31.91,0.08,237.46697483554715,0.0,23.8,48.99,40.01,25.63,25.77,43.6,27.98,36.53,29.84,19.11,19.22,32.51,20.86
user039@example.com,176,1,Sala,1.39,55.97,0.13,236.14234215571508,0.0,41.74,34.02,28.21,42.75,47.0,49.77,33.61,25.37,21.04,31.88,35.05,37.11,25.06
user039@example.com,177,2,Area de Servico,1.03,60.24,0.14,227.33882465103204,0.0,44.92,43.44,25.96,40.02,35.61,32.9,39.64,32.39,19.36,29.84,26.55,24.53,29.56
user039@example.com,178,1,Sala,4.97,57.11,0.17,236.45879324702904,0.0,42.59,41.8,42.11,42.79,31.11,39.7,49.76,31.17,31.4,31.91,23.2,29.6,37.11
user039@example.com,179,2,Quarto,3.54,61.19,0.07,237.91459623461273,0.0,45.63,35.45,41.38,30.19,31.3,49.15,27.86,26.44,30.86,22.51,23.34,36.65,20.78
user039@example.com,180,2,Garagem,2.87,47.75,0.11,229.55242251564567,0.0,35.61,33.86,31.13,36.94,44.08,39.95,38.57,25.25,23.21,27.55,32.87,29.79,28.76
user039@example.com,181,1,Banheiro,2.43,31.9,0.1,234.90763056872288,0.0,23.79,34.33,30.51,28.01,34.37,26.56,32.71,25.6,22.75,20.89,25.63,19.81,24.39
user040@example.com,182,1,Cozinha,1.75,65.23,0.13,220.59533070114986,0.0,48.64,48.87,32.68,32.37,42.5,44.23,28.69,36.44,24.37,24.14,31.69,32.98,21.39
user040@example.com,183,1,Escritorio,4.72,75.98,0.07,235.76902187780078,0.0,56.66,37.72,49.86,46.15,50.55,30.04,42.22,28.13,37.18,34.41,37.7,22.4,31.48
user040@example.com,184,1,Escritorio,3.29,43.08,0.19,226.2570649158955,0.0,32.13,29.74,43.81,34.54,28.71,49.58,28.21,22.18,32.67,25.76,21.41,36.97,21.04
user040@example.com,185,2,Banheiro,1.64,33.31,0.07,221.08664508594876,0.0,24.84,44.93,41.2,34.47,26.74,26.84,30.73,33.5,30.72,25.7,19.94,20.01,22.92
user040@example.com,186,2,Banheiro,3.47,62.52,0.11,239.2746595417939,0.0,46.62,49.97,27.61,33.13,46.63,49.23,44.63,37.26,20.59,24.71,34.77,36.71,33.28
user041@example.com,187,1,Banheiro,3.27,72.63,0.11,228.58008998169515,0.0,54.16,48.83,28.57,36.62,32.3,30.53,48.17,36.41,21.3,27.31,24.09,22.77,35.92
user041@example.com,188,1,Banheiro,1.36,72.41,0.11,234.23337757807604,0.0,54.0,28.45,32.86,45.93,26.16,42.99,46.8,21.22,24.5,34.25,19.51,32.06,34.9
user041@example.com,189,2,Garagem,4.25,65.93,0.11,232.06075140506331,0.0,49.16,27.57,27.92,29.03,47.61,36.75,29.01,20.56,20.82,21.65,35.5,27.4,21.63
user042@example.com,190,1,Sala,1.46,52.12,0.2,224.07045446815604,0.0,38.87,48.8,35.0,37.08,31.1,48.24,50.66,36.39,26.1,27.65,23.19,35.97,37.78
user042@example.com,191,2,Banheiro,3.05,32.94,0.12,231.09868344793117,0.0,24.56,34.01,25.59,50.65,46.83,33.79,47.64,25.36,19.08,37.77,34.92,25.2,35.53
user042@example.com,192,2,Quarto,4.49,38.07,0.19,234.6866673719206,0.0,28.39,30.28,50.35,31.82,41.97,42.14,44.32,22.58,37.55,23.73,31.3,31.42,33.05
user042@example.com,193,2,Sala,0.89,70.98,0.11,232.14577462760974,0.0,52.93,40.37,32.93,39.22,43.0,26.48,49.98,30.1,24.56,29.25,32.07,19.75,37.27
user042@example.com,194,2,Sala,1.91,70.07,0.14,222.27172129623702,0.0,52.25,47.11,50.06,32.55,29.94,29.8,44.3,35.13,37.33,24.27,22.33,22.22,33.03
user043@example.com,195,2,Quarto,0.64,75.54,0.18,233.9740251151521,0.0,56.33,27.75,26.92,41.73,43.95,27.12,40.49,20.69,20.07,31.12,32.77,20.22,30.19
user043@example.com,196,1,Sala,4.26,49.36,0.05,238.2609565195733,0.0,36.81,30.61,25.59,44.52,31.7,49.36,26.53,22.83,19.08,33.2,23.64,36.81,19.78
user043@example.com,197,1,Cozinha,2.19,32.56,0.05,238.5038018725728,0.0,24.28,37.62,47.36,36.16,47.8,44.23,28.3,28.05,35.32,26.96,35.64,32.98,21.1
user043@example.com,198,1,Escritorio,4.97,41.7,0.08,239.68366919585205,0.0,31.1,25.47,36.77,50.55,39.73,46.46,40.89,18.99,27.42,37.7,29.63,34.65,30.49
user043@example.com,199,1,Quarto,3.49,39.14,0.15,221.94536760907033,0.0,29.19,34.46,36.62,45.69,35.03,42.96,25.39,25.7,27.31,34.07,26.12,32.04,18.93
user043@example.com,200,2,Sala,2.61,39.15,0.08,220.29761362140016,0.0,29.19,36.93,25.84,30.2,50.19,28.45,49.11,27.54,19.27,22.52,37.43,21.22,36.62
user044@example.com,201,2,Sala,4.69,35.69,0.15,231.4943472083652,0.0,26.61,34.81,37.8,35.51,33.85,31.68,38.8,25.96,28.19,26.48,25.24,23.62,28.93
user044@example.com,202,2,Area de Servico,4.3,45.84,0.2,238.3743543036829,0.0,34.18,32.3,31.39,37.61,27.88,44.99,35.29,24.09,23.41,28.05,20.79,33.55,26.32
user044@example.com,203,1,Quarto,0.73,56.47,0.1,224.8468293922077,0.0,42.11,36.43,35.76,27.04,40.26,39.72,40.89,27.17,26.67,20.16,30.02,29.62,30.49
user044@example.com,204,1,Escritorio,4.05,45.59,0.06,229.74289715750643,0.0,34.0,41.35,40.47,42.97,25.43,34.8,40.78,30.84,30.18,32.04,18.96,25.95,30.41
user044@example.com,205,1,Quarto,4.16,72.48,0.11,221.92707750630413,0.0,54.05,38.52,29.65,50.14,39.28,37.98,42.1,28.72,22.11,37.39,29.29,28.32,31.39
user045@example.com,206,2,Cozinha,3.13,55.36,0.16,221.3543017308537,0.0,41.28,38.67,25.75,35.14,47.65,43.28,44.13,28.84,19.2,26.2,35.53,32.27,32.91
user045@example.com,207,2,Escritorio,2.32,31.15,0.07,230.79924397086955,0.0,23.23,32.96,46.98,32.76,32.13,41.76,49.51,24.58,35.03,24.43,23.96,31.14,36.92
user045@example.com,208,1,Garagem,3.95,62.12,0.18,227.92357935836333,0.0,46.32,34.9,27.14,40.92,41.78,44.32,50.46,26.03,20.24,30.51,31.16,33.05,37.63
user046@example.com,209,2,Quarto,2.15,53.95,0.06,237.8428678634328,0.0,40.23,49.03,42.17,34.88,36.45,27.99,44.0,36.56,31.45,26.01,27.18,20.87,32.81
user046@example.com,210,1,Garagem,4.64,52.13,0.12,237.9481474383789,0.0,38.87,30.62,47.94,29.89,31.34,38.99,47.17,22.83,35.75,22.29,23.37,29.08,35.18
user046@example.com,211,1,Sala,1.55,58.56,0.13,234.99336655141482,0.0,43.67,46.6,44.34,39.8,35.64,27.72,42.97,34.75,33.06,29.68,26.58,20.67,32.04
user046@example.com,212,2,Area de Servico,2.4,39.88,0.12,224.16644877312063,0.0,29.74,37.26,43.94,34.73,42.46,27.28,44.09,27.79,32.77,25.9,31.66,20.34,32.88
user046@example.com,213,1,Quarto,3.09,53.01,0.15,229.446016092046,0.0,39.53,34.71,36.02,49.49,32.55,29.58,49.37,25.88,26.86,36.91,24.27,22.06,36.82
user046@example.com,214,1,Area de Servico,1.89,36.55,0.11,238.7177728712007,0.0,27.26,29.28,45.81,38.05,26.9,26.3,45.6,21.83,34.16,28.37,20.06,19.61,34.0
user047@example.com,215,1,Quarto,4.36,59.44,0.12,235.88420012701232,0.0,44.33,45.09,28.37,32.93,26.4,26.94,42.64,33.62,21.16,24.56,19.69,20.09,31.8
user047@example.com,216,2,Sala,3.08,71.65,0.16,221.18387282921302,0.0,53.43,37.12,34.95,44.3,42.96,29.04,35.31,27.68,26.06,33.03,32.04,21.66,26.33
user047@example.com,217,1,Cozinha,2.59,74.28,0.17,223.500821739449,0.0,55.39,29.57,26.94,29.86,29.44,46.17,33.47,22.05,20.09,22.27,21.95,34.43,24.96
user047@example.com,218,1,Area de Servico,1.46,40.73,0.11,237.11048515463392,0.0,30.37,46.42,44.53,28.67,45.92,38.87,27.11,34.62,33.21,21.38,34.24,28.99,20.22
user047@example.com,219,1,Garagem,2.48,74.06,0.16,239.2338248458313,0.0,55.23,44.23,40.2,49.73,41.28,35.51,26.63,32.98,29.98,37.08,30.78,26.48,19.86
user048@example.com,220,2,Cozinha,4.97,42.21,0.08,226.800404533155,0.0,31.48,47.86,27.52,38.37,30.83,29.21,37.89,35.69,20.52,28.61,22.99,21.78,28.25
user048@example.com,221,1,Area de Servico,0.53,60.89,0.16,230.03633758077277,0.0,45.41,38.18,30.86,33.12,31.22,28.57,30.07,28.47,23.01,24.7,23.28,21.3,22.42
user048@example.com,222,2,Escritorio,3.61,62.86,0.11,239.6354840125998,0.0,46.88,46.28,34.56,41.3,45.36,36.85,26.33,34.51,25.77,30.8,33.83,27.48,19.63
user048@example.com,223,2,Sala,4.47,50.7,0.16,226.44955310778954,0.0,37.81,31.0,36.17,41.88,31.56,33.66,50.41,23.12,26.97,31.23,23.53,25.1,37.59
user048@example.com,224,2,Cozinha,1.0,72.81,0.14,229.09860271998113,0.0,54.3,48.79,36.82,49.97,40.62,41.23,28.94,36.38,27.46,37.26,30.29,30.75,21.58
user049@example.com,225,2,Escritorio,4.81,69.82,0.18,236.46358784407224,0.0,52.07,32.48,45.09,36.41,42.78,32.86,32.91,24.22,33.62,27.15,31.9,24.5,24.54
user049@example.com,226,2,Quarto,1.57,50.73,0.19,234.1812239623054,0.0,37.83,26.76,41.9,41.1,27.27,26.48,34.97,19.96,31.25,30.65,20.34,19.75,26.08
user049@example.com,227,2,Garagem,3.51,48.66,0.1,224.41630827868102,0.0,36.29,41.58,43.34,47.72,39.28,41.13,47.41,31.01,32.32,35.59,29.29,30.67,35.35
user049@example.com,228,1,Quarto,4.43,51.33,0.09,232.3996670661834,0.0,38.28,41.32,29.68,33.99,43.03,35.12,49.56,30.81,22.13,25.35,32.09,26.19,36.96
user049@example.com,229,1,Sala,1.1,30.51,0.14,221.10209886284395,0.0,22.75,44.82,32.29,49.45,34.65,42.02,35.59,33.42,24.08,36.88,25.84,31.33,26.54
user049@example.com,230,2,Sala,1.16,48.57,0.06,224.7708506882806,0.0,36.22,46.66,48.25,31.86,41.47,26.68,29.44,34.79,35.98,23.76,30.92,19.9,21.95
user050@example.com,231,1,Area de Servico,3.96,42.92,0.18,238.90932751409787,0.0,32.01,37.77,42.18,45.2,31.45,38.84,32.91,28.17,31.45,33.71,23.45,28.96,24.54
user050@example.com,232,2,Garagem,3.14,42.71,0.13,231.03945350087736,0.0,31.85,29.55,36.23,46.09,27.42,41.98,31.36,22.04,27.02,34.37,20.45,31.3,23.39
user050@example.com,233,2,Quarto,1.45,71.82,0.09,227.77587402740008,0.0,53.56,41.89,48.85,44.89,34.44,48.98,27.53,31.24,36.43,33.47,25.68,36.52,20.53
user050@example.com,234,1,Cozinha,4.11,56.15,0.13,221.7678076566997,0.0,41.87,41.81,31.96,40.43,36.57,42.92,34.55,31.18,23.83,30.15,27.27,32.01,25.76
user050@example.com,235,1,Escritorio,1.04,68.54,0.1,220.34196966702464,0.0,51.11,40.22,43.96,38.94,28.28,38.34,31.01,29.99,32.78,29.04,21.09,28.59,23.12
user051@example.com,236,1,Escritorio,1.02,64.35,0.15,223.61658147391356,0.0,47.99,50.24,29.91,42.07,40.43,40.19,29.18,37.46,22.3,31.37,30.15,29.97,21.76
user051@example.com,237,2,Area de Servico,3.72,53.94,0.08,220.77485701394593,0.0,40.22,49.96,50.41,45.78,47.55,34.69,29.2,37.26,37.59,34.14,35.46,25.87,21.77
user051@example.com,238,1,Sala,4.93,40.09,0.11,231.72049327446487,0.0,29.9,47.69,27.55,29.43,45.55,39.5,38.25,35.56,20.54,21.95,33.97,29.46,28.52
user051@example.com,239,2,Quarto,2.43,69.94,0.11,220.86962746536275,0.0,52.15,39.67,48.97,30.38,34.38,28.29,37.76,29.58,36.52,22.65,25.64,21.1,28.16
user052@example.com,240,1,Garagem,2.8,58.27,0.18,236.8311507711338,0.0,43.45,43.8,49.22,42.6,44.62,46.21,26.01,32.66,36.7,31.77,33.27,34.46,19.4
user052@example.com,241,2,Garagem,3.41,60.98,0.11,224.70306135954166,0.0,45.47,35.42,44.83,31.14,26.01,29.4,45.91,26.41,33.43,23.22,19.4,21.92,34.24
user052@example.com,242,2,Sala,3.04,65.75,0.08,225.57924022083267,0.0,49.03,32.5,32.33,42.45,42.32,27.7,31.53,24.24,24.11,31.66,31.56,20.66,23.51
user052@example.com,243,2,Garagem,4.49,53.58,0.06,227.4520060169689,0.0,39.96,29.65,30.17,35.32,27.75,36.15,29.64,22.11,22.5,26.34,20.69,26.96,22.1
user052@example.com,244,1,Sala,4.53,32.87,0.07,235.85945127656603,0.0,24.51,32.0,44.39,45.38,45.16,46.6,36.63,23.86,33.1,33.84,33.68,34.75,27.32
user052@example.com,245,1,Cozinha,4.81,61.26,0.17,232.91362680931397,0.0,45.68,25.89,43.51,45.4,49.32,31.52,30.95,19.31,32.45,33.86,36.78,23.5,23.08
user053@example.com,246,1,Cozinha,2.87,41.27,0.19,236.70166703260378,0.0,30.78,33.05,30.14,30.64,33.93,42.05,46.3,24.65,22.48,22.85,25.3,31.36,34.53
user053@example.com,247,1,Garagem,1.37,41.29,0.2,231.6355287535066,0.0,30.79,50.51,28.3,50.68,31.17,37.84,43.16,37.67,21.1,37.79,23.24,28.22,32.18
user053@example.com,248,1,Garagem,3.42,62.69,0.19,229.1372579163173,0.0,46.75,46.7,32.24,36.32,26.7,26.3,45.6,34.82,24.04,27.08,19.91,19.61,34.0
user053@example.com,249,1,Area de Servico,1.37,35.99,0.15,224.62487045464115,0.0,26.84,26.84,36.35,27.02,50.43,32.36,29.85,20.01,27.11,20.15,37.61,24.13,22.26
user054@example.com,250,2,Banheiro,3.27,34.52,0.13,225.96564684189318,0.0,25.74,41.76,41.77,38.16,41.82,29.84,47.36,31.14,31.15,28.46,31.19,22.25,35.32
user054@example.com,251,2,Sala,2.36,46.68,0.2,229.41718165459213,0.0,34.81,46.8,43.21,38.37,36.01,30.77,41.31,34.9,32.22,28.61,26.85,22.95,30.81
user054@example.com,252,1,Sala,2.09,39.52,0.17,235.01246088362063,0.0,29.47,36.45,35.84,46.93,38.87,47.96,37.48,27.18,26.73,35.0,28.99,35.76,27.95
user055@example.com,253,2,Cozinha,0.52,69.73,0.12,230.5730806141267,0.0,52.0,30.1,25.99,42.81,32.59,29.75,31.53,22.45,19.38,31.92,24.3,22.18,23.51
user055@example.com,254,2,Sala,2.2,71.8,0.07,221.36262372117406,0.0,53.54,45.62,33.58,34.82,30.88,40.11,33.08,34.02,25.04,25.97,23.03,29.91,24.67
user055@example.com,255,1,Quarto,2.16,57.37,0.06,226.63729515230776,0.0,42.78,31.54,26.37,26.1,42.06,28.73,44.41,23.52,19.66,19.46,31.36,21.42,33.12
user056@example.com,256,1,Quarto,0.97,31.09,0.12,225.31422287158122,0.0,23.18,47.35,29.03,49.86,43.77,29.83,35.64,35.31,21.65,37.18,32.64,22.24,26.58
user056@example.com,257,1,Sala,1.85,42.98,0.12,221.6369919778167,0.0,32.05,43.33,33.34,40.44,31.01,35.82,33.05,32.31,24.86,30.16,23.12,26.71,24.65
user056@example.com,258,2,Cozinha,2.7,73.27,0.14,221.97610363608882,0.0,54.64,44.93,37.91,38.64,27.05,47.11,35.05,33.5,28.27,28.81,20.17,35.13,26.14
user056@example.com,259,1,Escritorio,2.48,52.14,0.09,222.17416007724057,0.0,38.88,30.29,37.0,37.15,25.94,48.99,36.26,22.59,27.59,27.7,19.34,36.53,27.04
user057@example.com,260,2,Sala,1.83,50.13,0.11,224.16037561032277,0.0,37.38,44.94,40.67,42.88,47.22,30.96,47.78,33.51,30.33,31.98,35.21,23.09,35.63
user057@example.com,261,1,Area de Servico,4.21,36.02,0.1,224.5371264543324,0.0,26.86,39.7,37.55,36.65,35.85,49.02,36.64,29.6,28.0,27.33,26.73,36.55,27.32
user057@example.com,262,1,Area de Servico,3.43,60.4,0.17,234.26235593151486,0.0,45.04,30.18,43.91,40.39,50.02,31.16,28.15,22.51,32.74,30.12,37.3,23.24,20.99
user058@example.com,263,1,Banheiro,0.77,50.13,0.09,233.4669389937238,0.0,37.38,32.92,30.83,44.48,41.67,46.09,30.24,24.55,22.99,33.17,31.07,34.37,22.55
user058@example.com,264,2,Sala,4.91,75.45,0.1,224.40549685085452,0.0,56.26,37.46,36.3,37.92,32.77,28.12,32.89,27.93,27.07,28.28,24.44,20.97,24.53
user058@example.com,265,1,Quarto,0.61,59.19,0.07,237.8666556237917,0.0,44.14,36.14,35.01,28.7,30.01,34.55,28.6,26.95,26.11,21.4,22.38,25.76,21.33
user059@example.com,266,1,Quarto,1.97,73.62,0.18,224.14530381307637,0.0,54.9,49.35,35.39,35.39,37.88,44.47,41.62,36.8,26.39,26.39,28.25,33.16,31.04
user059@example.com,267,1,Quarto,3.41,69.13,0.09,221.896810967956,0.0,51.55,43.21,36.61,39.9,49.15,42.86,41.21,32.22,27.3,29.75,36.65,31.96,30.73
user059@example.com,268,1,Escritorio,4.71,62.37,0.12,231.4367101947447,0.0,46.51,39.57,47.93,38.63,49.27,25.42,50.68,29.51,35.74,28.81,36.74,18.96,37.79
user060@example.com,269,1,Sala,0.99,41.05,0.06,233.8098015419989,0.0,30.61,31.8,47.29,37.28,35.88,35.54,30.87,23.71,35.26,27.8,26.76,26.5,23.02
user060@example.com,270,1,Sala,4.99,39.34,0.11,236.08546455353388,0.0,29.34,47.65,42.04,40.88,30.1,33.88,27.83,35.53,31.35,30.48,22.45,25.26,20.75
user060@example.com,271,1,Area de Servico,3.58,69.07,0.13,234.28211795796486,0.0,51.51,45.9,47.85,33.53,38.22,28.88,39.73,34.23,35.68,25.0,28.5,21.54,29.63
user061@example.com,272,1,Garagem,1.12,66.23,0.19,238.30461201498582,0.0,49.39,28.86,40.65,42.7,43.86,38.5,36.69,21.52,30.31,31.84,32.71,28.71,27.36
user061@example.com,273,2,Quarto,3.64,46.75,0.07,229.74994289538932,0.0,34.86,30.99,36.91,35.22,27.23,47.48,40.19,23.11,27.52,26.26,20.31,35.41,29.97
user061@example.com,274,2,Garagem,4.66,71.27,0.2,230.25707682811378,0.0,53.15,45.22,37.93,29.0,26.64,44.33,30.34,33.72,28.28,21.63,19.87,33.06,22.62
user062@example.com,275,1,Escritorio,4.47,49.56,0.2,234.04086388987255,0.0,36.96,40.33,27.07,49.64,31.03,49.47,49.64,30.07,20.19,37.02,23.14,36.89,37.02
user062@example.com,276,2,Escritorio,1.7,70.02,0.05,226.45977909053616,0.0,52.21,48.79,35.9,47.01,27.24,36.43,32.96,36.38,26.77,35.06,20.31,27.17,24.58
user062@example.com,277,1,Escritorio,3.79,74.12,0.09,226.5934717044819,0.0,55.27,40.99,38.29,49.31,46.57,28.7,32.79,30.57,28.55,36.77,34.73,21.4,24.45
user062@example.com,278,2,Garagem,0.63,41.72,0.18,237.99215311920193,0.0,31.11,35.21,45.09,49.28,26.03,42.93,27.22,26.26,33.62,36.75,19.41,32.01,20.3
user062@example.com,279,1,Cozinha,3.13,57.26,0.15,236.8761964571301,0.0,42.7,29.19,29.34,35.49,37.46,46.52,47.7,21.77,21.88,26.47,27.93,34.69,35.57
user062@example.com,280,1,Cozinha,1.88,60.76,0.12,232.2881729393055,0.0,45.31,45.69,28.62,43.01,46.65,26.03,40.47,34.07,21.34,32.07,34.79,19.41,30.18
user063@example.com,281,1,Garagem,1.9,38.92,0.19,237.20107040671624,0.0,29.02,27.9,31.87,47.08,41.2,25.78,37.12,20.81,23.77,35.11,30.72,19.22,27.68
user063@example.com,282,1,Sala,3.15,70.92,0.06,231.97727493052216,0.0,52.89,32.07,32.48,33.98,39.33,41.31,36.91,23.91,24.22,25.34,29.33,30.81,27.52
user063@example.com,283,1,Cozinha,2.61,36.37,0.05,235.74274530559944,0.0,27.12,26.15,46.0,48.51,42.76,47.48,40.92,19.5,34.3,36.17,31.89,35.41,30.51
user064@example.com,284,1,Area de Servico,1.68,75.56,0.16,220.8445595010284,0.0,56.35,41.84,29.76,35.11,44.53,43.2,44.25,31.2,22.19,26.18,33.21,32.21,33.0
user064@example.com,285,2,Sala,1.27,44.2,0.05,239.30675374396947,0.0,32.96,26.49,37.68,38.2,43.22,33.97,30.9,19.75,28.1,28.49,32.23,25.33,23.04
user064@example.com,286,2,Area de Servico,4.44,50.98,0.08,232.16082855932035,0.0,38.02,36.24,46.62,49.55,47.71,45.24,38.05,27.02,34.77,36.95,35.58,33.74,28.37
user064@example.com,287,1,Escritorio,3.67,46.83,0.16,233.57655423965394,0.0,34.92,41.65,31.16,46.0,48.66,28.47,48.85,31.06,23.24,34.3,36.29,21.23,36.43
user064@example.com,288,2,Banheiro,2.3,53.3,0.19,222.3429670644382,0.0,39.75,42.49,48.91,40.37,35.86,30.32,38.77,31.69,36.47,30.1,26.74,22.61,28.91
user065@example.com,289,1,Banheiro,1.83,37.64,0.16,239.80862047623657,0.0,28.07,49.47,35.76,26.19,36.46,29.71,27.19,36.89,26.67,19.53,27.19,22.16,20.28
user065@example.com,290,1,Cozinha,3.03,73.27,0.13,220.9593977788251,0.0,54.64,28.64,32.02,42.65,32.23,29.06,33.74,21.36,23.88,31.8,24.03,21.67,25.16
user065@example.com,291,1,Banheiro,0.68,49.51,0.15,237.0741687062033,0.0,36.92,33.84,28.43,25.4,33.56,43.0,49.17,25.23,21.2,18.94,25.03,32.07,36.67
user065@example.com,292,1,Escritorio,2.46,30.92,0.08,229.86787210051122,0.0,23.06,29.17,39.73,27.41,26.43,40.5,35.77,21.75,29.63,20.44,19.71,30.2,26.67
user065@example.com,293,2,Sala,3.61,49.82,0.15,223.18791265202566,0.0,37.15,31.98,49.29,47.12,32.9,30.18,35.73,23.85,36.76,35.14,24.53,22.51,26.64
user066@example.com,294,2,Quarto,0.63,73.77,0.1,239.25523673523577,0.0,55.01,40.87,44.33,27.9,48.02,38.86,38.0,30.48,33.06,20.81,35.81,28.98,28.34
